"papel","cotacao","pl","pvp","psr","div_yield","p_ativo","p_cap_giro","p_ebit","p_ativ_circ_liq","ev_ebit","mrg_ebit","mrg_liq","liq_corr","roic","roe","liq_2meses","patrim_liq","div_brut_patrim","cresc_rec_5a","setor","subsetor","empresa","tipo"
"ARZZ3","50,50","34,16","6,68","3,455","4,09%","4,684","8,88","26,36","9,48","25,20","13,11%","10,12%","2,99","30,26%","19,55%","25.380.100,00","678.652.000,00","0,16","8,55%","Comércio","Tecidos, Vestuário e Calçados","AREZZO CO ON NM","ON NM"
"QUAL3","37,61","34,36","4,89","5,273","4,50%","2,947","23,48","14,89","-35,22","14,67","35,41%","16,28%","1,67","27,23%","14,24%","78.461.200,00","2.216.590.000,00","0,28","18,10%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","QUALICORP ON NM","ON NM"
"CTIP3","49,50","35,13","8,76","8,248","0,00%","3,774","-71,28","21,15","-14,32","21,42","38,99%","23,48%","0,85","24,63%","24,94%","0,00","1.486.250.000,00","0,67","13,43%","Serviços Financeiros Diversos","Serviços Financeiros Diversos","CETIP ON NM","ON NM"
"DTCY3","3,68","35,21","12,35","1,825","0,00%","1,087","12,72","7,05","-3,02","9,28","25,90%","5,18%","1,18","17,49%","35,07%","1.945,66","2.321.000,00","4,33","20,91%","Serviços","Serviços Diversos","DTCOM ON","ON"
"TNLP3","27,75","35,39","0,96","0,468","0,00%","0,170","1,76","4,63","-0,45","10,31","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%","Telefonia Fixa","Telefonia Fixa","TELEMAR ON","ON"
"HAGA4","2,65","35,93","-0,38","1,248","0,00%","0,541","1,43","260,78","-0,34","387,30","0,48%","3,47%","1,86","0,61%","-1,06%","89.088,70","-82.503.400,00","-0,64","-4,50%","Construção e Engenharia","Materiais de Construção","HAGA ON","ON"
"ENGI11","25,45","35,96","2,33","0,705","2,22%","0,436","9,05","6,44","-0,96","10,24","10,96%","2,33%","1,19","8,23%","6,49%","15.552.300,00","3.770.950.000,00","2,01","46,97%","Energia Elétrica","Energia Elétrica","ENERGISA UNT N2","UNT N2"
"PARD3","31,42","35,97","8,02","4,063","3,85%","3,678","14,65","23,20","-34,46","23,72","17,51%","11,28%","2,38","21,65%","22,30%","9.499.830,00","513.151.000,00","0,58","0,00%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","IHPARDINI ON NM","ON NM"
"IGTA3","39,00","36,38","2,51","10,105","1,74%","1,368","79,26","16,91","-3,87","21,06","59,76%","28,17%","1,21","8,66%","6,90%","36.587.600,00","2.743.830.000,00","0,73","13,76%","Exploração de Imóveis","Exploração de Imóveis","IGUATEMI ON NM","ON NM"
"VIGR3","25,00","36,57","2,55","0,763","0,00%","0,899","11,45","12,39","-5,02","15,20","6,16%","2,28%","1,26","9,06%","6,98%","0,00","1.593.560.000,00","0,84","54,72%","Alimentos","Laticínios","VIGOR FOOD ON NM","ON NM"
"CPFE3","27,34","36,66","3,33","1,268","0,80%","0,669","-25,68","8,80","-1,34","14,03","14,41%","3,47%","0,90","9,16%","9,09%","28.733.000,00","8.351.560.000,00","2,50","9,45%","Energia Elétrica","Energia Elétrica","CPFL ENERGIA S.A. ON","ON"
"BRPR3","11,15","36,85","0,93","10,399","0,15%","0,497","7,89","19,74","-1,51","29,69","52,69%","28,22%","1,89","2,83%","2,52%","8.103.060,00","4.896.190.000,00","0,67","-15,72%","Exploração de Imóveis","Exploração de Imóveis","BR PROPERTIES ON NM","ON NM"
"MULT3","73,76","36,87","2,89","13,150","1,19%","1,717","20,86","22,41","-7,10","25,21","58,69%","26,86%","2,02","8,77%","7,84%","58.831.900,00","5.112.310.000,00","0,56","4,93%","Exploração de Imóveis","Exploração de Imóveis","Multiplan ON N2","ON N2"
"PNVL3","482,01","37,28","5,41","1,003","0,78%","2,679","9,78","-73,25","13,04","-76,56","-1,37%","2,69%","1,63","-4,87%","14,51%","293.125,00","406.203.000,00","0,26","7,61%","Comércio e Distribuição","Medicamentos","PANVEL FARMÁCIAS ON","ON"
"LINX3","19,70","38,92","2,82","6,234","0,92%","2,227","5,06","25,83","6,87","21,89","24,14%","16,02%","5,65","14,92%","7,25%","12.158.100,00","1.159.400.000,00","0,10","19,25%","Programas e Serviços","Programas e Serviços","LINX ON NM","ON NM"
"TOTS3","30,50","39,81","3,95","2,298","1,62%","2,095","15,14","5,68","-26,88","6,11","40,47%","5,78%","1,55","41,69%","9,92%","10.444.600,00","1.278.920.000,00","0,45","10,39%","Programas e Serviços","Programas e Serviços","TOTVS ON NM","ON NM"
"RHDS3","0,11","39,98","3,24","0,548","0,00%","0,790","-65,29","7,49","-2,70","10,70","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%","Químicos","Petroquímicos","M G POLIEST ON","ON"
"MOVI3","8,65","40,45","1,47","0,840","0,00%","0,511","-4,59","6,52","-1,54","9,35","12,89%","2,08%","0,74","13,16%","3,64%","15.757.000,00","1.254.170.000,00","1,11","38,56%","Diversos","Aluguel de Carros","MOVIDA ON NM","ON NM"
"LREN3","37,01","40,89","9,38","3,879","1,00%","4,000","17,03","14,04","62,31","14,67","27,63%","9,49%","1,58","36,90%","22,93%","102.286.000,00","2.814.010.000,00","0,76","14,12%","Comércio","Tecidos, Vestuário e Calçados","RENNER ON","ON"
"RAIA3","30,50","41,22","2,98","0,897","0,00%","1,777","4,31","18,18","5,06","16,73","4,93%","2,18%","2,20","17,80%","7,22%","0,00","635.785.000,00","0,12","0,00%","Comércio e Distribuição","Medicamentos","RAIA ON NM","ON NM"
"IMCH3","6,39","41,83","0,59","0,336","0,00%","0,289","-9,49","12,28","-0,78","21,16","2,73%","0,80%","0,82","2,55%","1,40%","0,00","920.589.000,00","0,51","21,04%","Hoteis e Restaurantes","Restaurante e Similares","IMC HOLDINGS ON NM","ON NM"
"PTQS4","189,46","43,43","2,19","4,717","0,00%","1,577","9,89","-7.214,41","-35,73","-7.466,35","-0,07%","11,37%","3,32","-0,02%","5,04%","0,00","1.714.950.000,00","0,24","56,13%","","","PETROQUISA PN","PN"
"UOLL4","19,62","43,52","2,35","2,054","0,00%","1,403","457,14","15,14","-12,83","16,49","13,56%","4,69%","1,01","10,57%","5,40%","0,00","1.003.690.000,00","0,23","21,99%","Programas e Serviços","Programas e Serviços","UOL PN","PN"
"SGPS3","12,87","43,62","0,64","0,286","0,00%","0,248","1,17","3,80","-2,50","9,40","7,54%","0,70%","1,71","7,34%","1,46%","936.297,00","1.009.840.000,00","1,08","4,85%","Tecidos, Vestuário e Calçados","Fios e Tecidos","Springs ON NM","ON NM"
"KLBN4","3,50","45,42","2,32","2,129","2,96%","0,564","2,47","14,40","-1,38","24,61","14,79%","4,69%","2,88","5,28%","5,12%","611.164,00","7.128.940.000,00","2,62","15,40%","Madeira e Papel","Papel e Celulose","KLABIN PN N2","PN N2"
"ENGI3","7,00","49,45","3,21","0,970","1,62%","0,599","12,45","8,85","-1,33","12,66","10,96%","2,33%","1,19","8,23%","6,49%","4.099,68","3.770.950.000,00","2,01","46,97%","Energia Elétrica","Energia Elétrica","ENERGISA ON","ON"
"KLBN11","19,45","50,48","2,58","2,367","2,66%","0,627","2,75","16,00","-1,54","26,21","14,79%","4,69%","2,88","5,28%","5,12%","34.135.000,00","7.128.940.000,00","2,62","15,40%","Madeira e Papel","Papel e Celulose","KLABIN UNT N2","UNT N2"
"PLTO6","10,47","50,81","692.616,00","0,690","0,00%","0,901","2,90","55,05","-1,55","56,35","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%","","","POLITENO IND E COMERCIO S.A. PNB","PNB"
"SNSL3","25,52","51,78","4,16","2,759","0,37%","2,020","28,40","44,33","-8,52","43,98","6,22%","5,33%","1,35","5,33%","8,03%","436.577,00","72.339.000,00","0,26","21,69%","Programas e Serviços","Programas e Serviços","SENIOR SOL ON MA","ON MA"
"BPAN4","1,88","51,84","0,50","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,97%","500.572,00","3.460.210.000,00","0,00","37,28%","Financeiros","Bancos","BANCO PAN PN","PN"
"PLTO5","10,94","53,09","723.708,00","0,721","0,00%","0,942","3,03","57,52","-1,62","58,82","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%","","","POLITENO IND E COMERCIO S.A. PNA","PNA"
"FFTL3","25,00","53,22","2,26","3,410","0,00%","1,508","23,71","20,90","-15,54","20,55","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%","Químicos","Fertilizantes e Defensivos","FOSFERTIL ON","ON"
"FFTL4","25,06","53,34","2,26","3,418","0,00%","1,512","23,77","20,95","-15,58","20,60","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%","Químicos","Fertilizantes e Defensivos","FOSFERTIL PN","PN"
"DASA3","26,95","55,30","2,85","2,645","0,31%","1,642","13,79","24,15","-13,13","26,13","10,95%","4,80%","1,66","8,01%","5,16%","5.749,32","2.945.410.000,00","0,41","7,29%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","DIAGNOSTICOS DA AMERICA SA ON","ON"
"GVTT3","57,70","57,38","3,68","4,312","0,00%","2,268","21,82","25,92","-18,43","26,65","16,64%","7,52%","1,66","10,32%","6,42%","0,00","2.150.790.000,00","0,24","31,47%","Telefonia Fixa","Telefonia Fixa","GVT HOLDING ON NM","ON NM"
"HYPE3","33,91","58,18","2,73","6,242","5,75%","2,045","8,53","19,41","12,31","18,08","32,16%","10,73%","2,35","13,42%","4,69%","67.968.900,00","7.849.400.000,00","0,08","-9,97%","Comércio","Produtos Diversos","HYPERMARCAS S.A. ON","ON"
"ANIM3","23,99","58,19","2,79","1,953","0,26%","1,365","12,18","23,48","-6,83","26,10","8,32%","3,36%","1,56","6,56%","4,79%","4.721.200,00","696.282.000,00","0,51","21,73%","Diversos","Educacional","ANIMA ON NM","ON NM"
"TECN3","4,64","58,40","0,80","1,065","1,05%","0,484","1,77","98,11","3,85","116,08","1,09%","1,82%","2,11","0,55%","1,37%","1.144.020,00","455.541.000,00","0,23","-1,79%","Tecidos, Vestuário e Calçados","Acessórios","TECHNOS ON NM","ON NM"
"RADL3","78,77","58,65","8,69","2,124","0,77%","4,331","17,88","35,59","39,17","36,18","5,97%","3,64%","1,66","17,05%","14,81%","66.672.600,00","2.996.060.000,00","0,25","21,05%","Comércio e Distribuição","Medicamentos","RAIADROGASIL ON","ON"
"AEDU3","18,35","59,34","3,32","4,141","0,00%","2,159","17,00","41,06","-21,55","43,27","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%","Diversos","Educacional","ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA ON NM","ON NM"
"CZLT33","28,30","61,02","0,94","0,484","1,13%","0,114","2,61","3,33","-0,22","12,69","14,54%","-0,58%","1,32","3,86%","1,54%","5.494.720,00","6.255.210.000,00","3,28","-12,62%","Alimentos","Açucar e Alcool","Cosan Ltd DR3","DR3"
"SUBA3","84,00","61,95","8,39","8,067","0,00%","6,778","8,03","115,78","8,09","106,17","6,97%","13,02%","5,55","19,11%","13,54%","0,00","530.396.000,00","0,00","0,00%","","","ON","ON"
"CEPE6","15,60","63,10","0,73","0,231","2,20%","0,187","-2,17","3,56","-0,39","10,70","6,49%","0,37%","0,75","6,26%","1,16%","1.421,64","1.594.940.000,00","1,75","10,06%","Energia Elétrica","Energia Elétrica","CELPE PNB","PNB"
"AALR3","17,04","67,72","1,65","3,441","0,00%","0,888","-32,87","58,10","-3,36","70,96","5,92%","7,51%","0,87","1,61%","2,44%","5.029.500,00","1.218.340.000,00","0,41","0,00%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","ALLIAR ON NM","ON NM"
"CEPE5","17,15","69,37","0,80","0,254","1,82%","0,206","-2,39","3,92","-0,43","11,06","6,49%","0,37%","0,75","6,26%","1,16%","21.065,50","1.594.940.000,00","1,75","10,06%","Energia Elétrica","Energia Elétrica","CELPE PNA","PNA"
"HAGA3","5,15","69,82","-0,74","2,424","0,00%","1,052","2,78","506,80","-0,66","633,32","0,48%","3,47%","1,86","0,61%","-1,06%","273,41","-82.503.400,00","-0,64","-4,50%","Construção e Engenharia","Materiais de Construção","HAGA ON","ON"
"MYPK3","22,68","70,05","1,33","0,459","0,23%","0,400","13,71","6,42","-1,45","10,98","7,16%","1,52%","1,08","7,91%","1,90%","16.658.300,00","2.375.350.000,00","1,24","4,44%","Material de Transporte","Material Rodoviário","IOCHPE-MAXION ON","ON"
"KLBN3","5,50","71,37","3,65","3,346","1,88%","0,886","3,89","22,62","-2,17","32,83","14,79%","4,69%","2,88","5,28%","5,12%","145.763,00","7.128.940.000,00","2,62","15,40%","Madeira e Papel","Papel e Celulose","KLABIN ON N2","ON N2"
"MGLU3","79,70","75,27","20,33","1,432","0,14%","2,881","462,25","23,21","-10,78","24,00","6,17%","1,90%","1,01","25,68%","27,02%","156.122.000,00","747.018.000,00","1,85","6,63%","Comércio","Eletrodomésticos","MAGAZ LUIZA ON NM","ON NM"
"SUZB6","17,88","75,55","1,83","2,091","0,00%","0,680","4,87","8,91","-1,87","13,42","23,48%","2,77%","2,12","8,94%","2,42%","0,00","10.827.500.000,00","1,26","18,45%","Madeira e Papel","Papel e Celulose","Suzano Papel PNB","PNB"
"CTPC3","0,20","76,36","1,08","0,000","0,00%","0,097","0,00","-16,86","0,00","-18,75","0,00%","0,00%","0,00","0,00%","1,41%","0,00","2.411.000,00","0,00","-6,10%","Alimentos","Alimentos Diversos","CTM CITRUS SA ON","ON"
"ENEV3","12,49","76,97","0,67","1,348","0,00%","0,296","70,59","4,18","-0,64","10,14","32,27%","1,75%","1,04","7,60%","0,87%","560.658,00","4.444.050.000,00","1,07","17,28%","Energia Elétrica","Energia Elétrica","ENEVA ON","ON"
"CEGR3","26,00","77,05","5,35","26,523","0,00%","2,295","-19,02","39,21","-6,39","43,82","67,65%","34,42%","0,64","6,73%","6,95%","59,09","1.260.860.000,00","0,74","-37,65%","Gás","Gás","CEG ON","ON"
"ELPL4","14,93","80,88","0,91","0,211","0,93%","0,183","-10,43","7,17","-0,34","13,99","2,94%","0,26%","0,94","3,11%","1,13%","33.557.400,00","2.739.210.000,00","1,21","8,25%","Energia Elétrica","Energia Elétrica","AES ELETROPAULO PN","PN"
"SUZB5","19,73","83,37","2,02","2,308","1,78%","0,751","5,38","9,83","-2,06","14,34","23,48%","2,77%","2,12","8,94%","2,42%","69.147.000,00","10.827.500.000,00","1,26","18,45%","Madeira e Papel","Papel e Celulose","Suzano Papel PNA","PNA"
"ELPL3","15,88","86,03","0,97","0,224","0,79%","0,195","-11,10","7,63","-0,36","14,44","2,94%","0,26%","0,94","3,11%","1,13%","16.786,90","2.739.210.000,00","1,21","8,25%","Energia Elétrica","Energia Elétrica","AES ELETROPAULO ON","ON"
"DTEX3","9,86","94,62","1,48","1,765","0,09%","0,751","4,10","26,78","-4,44","35,05","6,59%","1,87%","2,30","3,28%","1,57%","19.615.800,00","4.596.470.000,00","0,68","0,90%","Madeira e Papel","Madeira","DURATEX ON NM","ON NM"
"MYPK4","31,79","98,18","1,86","0,644","0,00%","0,561","19,22","8,99","-2,03","13,56","7,16%","1,52%","1,08","7,91%","1,90%","0,00","2.375.350.000,00","1,24","4,44%","Material de Transporte","Material Rodoviário","IOCHPE-MAXION PN","PN"
"CEPE3","24,53","99,22","1,15","0,364","0,00%","0,294","-3,42","5,60","-0,61","12,74","6,49%","0,37%","0,75","6,26%","1,16%","0,00","1.594.940.000,00","1,75","10,06%","Energia Elétrica","Energia Elétrica","CELPE ON","ON"
"PQUN3","15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%","Químicos","Petroquímicos","PETROQUIMICA UNIAO S.A. ON","ON"
"PQUN4","15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%","Químicos","Petroquímicos","PETROQUIMICA UNIAO S.A. PN","PN"
"TMAR6","42,01","112,59","0,71","0,519","0,00%","0,181","1,49","4,04","-0,50","8,29","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%","Telefonia Fixa","Telefonia Fixa","TELEMAR PNB","PNB"
"TMAR5","42,67","114,35","0,72","0,527","0,00%","0,184","1,51","4,10","-0,51","8,35","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%","Telefonia Fixa","Telefonia Fixa","TELEMAR PNA","PNA"
"FLCL6","9,91","115,65","61,25","11,283","0,00%","11,168","143,05","64,97","-41,92","67,11","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%","","","CATAG LEOPOLDINA PNB","PNB"
"NETC3","38,50","123,10","2,12","1,290","0,00%","1,074","-33,02","10,82","-2,96","12,15","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%","Mídia","Televisão por Assinatura","NET SERVIÇOS DE COMUNICAÇÃO S.A. ON","ON"
"NETC4","40,00","127,89","2,20","1,340","0,00%","1,116","-34,31","11,24","-3,08","12,57","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%","Mídia","Televisão por Assinatura","NET SERVIÇOS DE COMUNICAÇÃO S.A. PN","PN"
"CASN3","8,01","133,45","4,14","5,889","0,14%","1,910","152,68","34,07","-4,71","39,50","17,29%","4,41%","1,10","5,82%","3,10%","18,20","1.385.150.000,00","0,71","11,12%","Água e Saneamento","Água e Saneamento","CASAN ON","ON"
"PCAR5","67,12","133,47","1,76","0,634","0,00%","0,436","3,72","7,61","-17,15","8,78","8,33%","0,17%","1,22","7,02%","1,32%","0,00","10.167.000.000,00","0,51","-10,77%","Comércio e Distribuição","Alimentos","PÃO DE AÇÚCAR PNA N1","PNA N1"
"FLCL3","11,50","134,20","71,08","13,094","0,00%","12,959","166,00","75,40","-48,65","77,54","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%","","","CATAG LEOPOLDINA ON","ON"
"FLCL5","12,50","145,87","77,26","14,232","0,00%","14,086","180,44","81,95","-52,88","84,09","17,37%","9,76%","1,23","22,91%","52,97%","0,00","72.920.000,00","2,96","-29,63%","","","CATAG LEOPOLDINA PNA","PNA"
"PCAR4","78,36","155,82","2,05","0,740","0,00%","0,509","4,34","8,88","-20,02","10,06","8,33%","0,17%","1,22","7,02%","1,32%","66.239.300,00","10.167.000.000,00","0,51","-10,77%","Comércio e Distribuição","Alimentos","PÃO DE AÇÚCAR PN N1","PN N1"
"ELPL6","30,20","163,61","1,84","0,427","0,00%","0,370","-21,10","14,51","-0,68","21,32","2,94%","0,26%","0,94","3,11%","1,13%","0,00","2.739.210.000,00","1,21","8,25%","Energia Elétrica","Energia Elétrica","AES ELETROPAULO PNB","PNB"
"ELPL5","30,50","165,24","1,86","0,431","0,00%","0,374","-21,31","14,65","-0,69","21,47","2,94%","0,26%","0,94","3,11%","1,13%","0,00","2.739.210.000,00","1,21","8,25%","Energia Elétrica","Energia Elétrica","AES ELETROPAULO PNA","PNA"
"TMAR3","62,00","166,16","1,04","0,765","0,00%","0,268","2,20","5,96","-0,74","10,21","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%","Telefonia Fixa","Telefonia Fixa","TELEMAR ON","ON"
"PCAR3","84,99","169,00","2,23","0,803","0,00%","0,552","4,71","9,63","-21,71","10,81","8,33%","0,17%","1,22","7,02%","1,32%","0,00","10.167.000.000,00","0,51","-10,77%","Comércio e Distribuição","Alimentos","PÃO DE AÇÚCAR ON","ON"
"ALSC3","19,00","186,23","1,59","7,761","0,00%","0,768","14,05","14,71","-2,32","12,12","52,76%","5,92%","1,47","6,07%","0,85%","12.644.900,00","2.421.500.000,00","0,00","5,10%","Exploração de Imóveis","Exploração de Imóveis","ALIANSCE ON NM","ON NM"
"ELCA4","20,20","194,86","13,96","5,088","0,00%","2,946","162,72","50,37","-6,29","53,88","10,10%","3,29%","1,08","6,69%","7,16%","0,00","2.978.780.000,00","1,29","6,96%","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. PN","PN"
"LAME3","16,40","227,96","6,14","1,462","0,13%","1,072","3,16","12,40","-7,14","15,58","11,78%","-0,40%","2,24","15,82%","2,70%","8.996.300,00","4.257.970.000,00","3,67","10,22%","Comércio","Produtos Diversos","LOJAS AMERICANAS S.A. ON","ON"
"ELCA3","24,70","238,27","17,06","6,222","0,00%","3,602","198,97","61,59","-7,69","65,10","10,10%","3,29%","1,08","6,69%","7,16%","0,00","2.978.780.000,00","1,29","6,96%","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","ON"
"LAME4","20,01","278,14","7,50","1,784","0,11%","1,308","3,85","15,14","-8,71","18,31","11,78%","-0,40%","2,24","15,82%","2,70%","92.439.000,00","4.257.970.000,00","3,67","10,22%","Comércio","Produtos Diversos","LOJAS AMERICANAS S.A. PN","PN"
"VVAR3","8,18","285,59","3,69","0,461","0,00%","0,666","-8,54","7,79","-2,66","9,86","5,92%","0,16%","0,88","13,60%","1,29%","212.560,00","2.864.000.000,00","1,24","-2,04%","Comércio","Eletrodomésticos","VIAVAREJO ON","ON"
"VVAR4","8,28","289,08","3,73","0,467","0,00%","0,674","-8,64","7,89","-2,70","9,96","5,92%","0,16%","0,88","13,60%","1,29%","261.280,00","2.864.000.000,00","1,24","-2,04%","Comércio","Eletrodomésticos","VIAVAREJO PN","PN"
"VVAR11","25,06","291,64","3,77","0,471","0,00%","0,680","-8,72","7,96","-2,72","10,03","5,92%","0,16%","0,88","13,60%","1,29%","48.015.300,00","2.864.000.000,00","1,24","-2,04%","Comércio","Eletrodomésticos","VIAVAREJO UNT N2","UNT N2"
"ELEV3","24,30","312,39","3,22","0,688","0,00%","0,954","5,75","37,19","-5,18","51,41","1,85%","0,27%","1,47","3,01%","1,03%","0,00","489.356.000,00","1,35","3,69%","Alimentos","Carnes e Derivados","ELEVA  ON","ON"
"RHDS4","1,00","363,45","29,50","4,977","0,00%","7,182","-593,56","68,11","-24,55","71,32","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%","Químicos","Petroquímicos","M G POLIEST PN","PN"
"BEEF3","11,53","433,69","7,33","0,270","2,29%","0,264","0,81","2,98","-0,89","7,46","9,06%","0,07%","1,95","17,41%","1,69%","16.585.500,00","361.512.000,00","23,13","20,68%","Alimentos","Carnes e Derivados","Minerva ON NM","ON NM"
"UBBR4","7,49","610,27","1,99","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%","Financeiros","Bancos","UNIBANCO SA PN N1","PN N1"
